Inf,Name,Position,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
Wnt,Joseba Zaldua,D/WB (R),31,6,12,12,6,11,10,14,9,13,14,13,3,14,11,13,14,15,14,14,14,11,9,12,9,15,16,12,15,11,11,14,6,10,11,13,14,125,145
,Syam Ben Youssef,D (C),34,6,7,7,8,9,5,14,8,6,13,12,8,14,8,10,13,16,12,13,14,10,4,12,5,13,12,8,12,7,7,15,14,14,8,10,13,105,130
,Agustín Oliveros,D (LC)/ WB (L),24,8,10,9,8,10,8,13,6,11,14,11,12,13,13,14,12,13,12,13,11,12,9,13,12,13,11,11,13,11,12,13,11,12,13,12,11,123,128
,Faris,ST (C),23,6,9,12,15,12,7,12,10,8,8,7,12,6,12,14,12,12,14,10,9,13,16,7,12,8,12,10,12,14,14,16,15,14,14,14,17,132,141
,Wesley Jobello,AM (L),29,6,13,11,10,12,10,8,10,6,5,10,9,4,12,9,11,10,12,10,11,9,12,10,13,6,11,12,11,12,14,12,12,13,13,11,11,102,117
,Haris Hajradinović,M/AM (C),29,12,13,12,10,14,13,6,13,6,5,16,16,8,15,12,13,9,14,10,13,10,14,13,12,9,14,15,13,12,12,12,7,13,11,13,11,120,130
,Amer Gojak,M/AM (C),26,13,10,13,8,12,10,10,12,6,8,13,7,9,13,14,8,13,13,12,9,13,11,11,13,12,15,13,17,12,6,14,13,17,13,15,14,116,121
,Diogo Gonçalves,M/AM (RLC),26,13,13,13,13,13,13,7,14,6,8,14,16,8,14,15,14,13,12,13,13,12,13,8,14,8,14,14,14,12,12,13,8,14,13,14,8,130,132
,Todor Nedelev,M (C)/ AM (RC),30,18,17,14,13,13,15,4,14,6,5,17,14,6,14,7,11,6,10,12,13,10,16,10,12,8,11,18,10,12,12,11,7,10,11,8,7,117,130
,Alessio Vita,M/AM (RLC),30,12,12,12,11,13,11,10,12,10,9,11,9,10,13,11,11,9,11,12,13,8,12,8,10,8,11,10,12,12,13,12,7,15,14,14,10,119,124
nEU,Trivante Stewart,ST (C),23,6,6,10,12,10,7,12,10,1,5,10,11,7,10,13,9,13,9,9,8,13,8,7,12,5,14,8,15,15,12,13,13,16,15,14,13,106,120
,Georgi Rusev,AM (RL)/ ST (C),25,13,11,13,12,12,13,8,10,6,5,13,13,7,12,12,10,12,12,10,9,10,13,10,12,6,13,12,12,14,13,12,8,11,14,10,8,114,128
,Martin Minchev,M (R)/ AM (RL)/ ST (C),22,7,8,12,12,11,10,6,10,2,4,11,12,5,12,11,10,12,13,10,12,12,13,7,11,4,9,10,13,13,13,10,9,13,13,14,9,110,131
,Dominik Yankov,M (C)/ AM (RLC),22,12,11,13,11,12,11,8,11,5,7,13,11,9,13,12,12,10,11,9,10,14,14,9,13,9,13,13,13,13,14,12,8,12,13,10,7,116,140
FrA,Marco Benassi,M/AM (C),28,10,12,11,10,12,9,12,14,8,9,12,11,12,12,13,13,14,12,13,12,12,11,13,16,11,16,11,14,12,12,13,11,11,12,12,10,118,135
,David Babunski,M/AM (C),29,12,10,13,8,15,10,7,9,8,6,13,11,9,14,9,10,10,10,11,13,12,13,10,9,7,11,12,9,12,12,12,8,11,11,8,8,97,127
,Vítězslav Jaroš,GK,21,3,1,1,1,9,7,7,3,3,3,9,3,3,7,11,15,16,13,14,10,11,1,6,2,10,13,11,13,12,15,13,11,15,10,13,9,124,137
Wnt,Ibrahima Mbaye,D (RL)/ WB/M (R),28,5,9,11,9,11,4,12,7,13,13,11,5,14,11,11,14,11,8,11,10,9,6,9,12,12,13,8,13,13,14,13,12,13,13,15,13,115,127
,Ramin Rezaeian,D/WB/M (R),33,16,17,11,8,15,16,11,9,12,11,12,9,12,11,9,12,14,11,13,12,9,11,14,12,12,12,9,12,14,11,14,12,15,13,13,13,122,127
,Juanpe,D (C)/ DM,32,6,6,8,4,12,6,15,7,8,15,13,5,15,12,11,14,13,13,14,14,10,9,11,8,14,14,11,14,11,8,7,15,14,13,13,14,130,135
,Víctor Rodríguez,AM (RLC),33,13,14,14,11,16,14,10,11,8,7,13,13,7,15,8,11,9,14,12,12,7,15,8,13,7,11,15,11,10,15,13,6,11,10,10,8,118,145
,Alireza Beiranvand,GK,30,4,3,2,3,10,8,8,3,18,1,10,3,3,8,15,10,13,10,8,10,8,3,15,11,12,12,7,14,9,10,11,17,14,10,11,14,125,130
Inj,El Chadaille Bitshiabu,D (LC),18,2,7,10,6,11,3,13,6,12,13,13,7,13,11,13,12,13,12,12,10,14,8,13,8,13,12,12,13,12,10,14,16,12,15,12,16,125,152
FrA,Venton Evans,DM/ M (C),25,9,9,9,9,10,10,9,11,3,10,10,8,10,9,12,11,13,11,10,9,6,14,4,10,10,12,10,11,14,10,10,11,15,13,12,11,99,130
,Sergio Escudero,D/WB/M (L),33,10,13,12,9,12,10,11,14,15,12,13,9,12,13,8,13,12,12,12,13,11,13,8,12,12,14,12,15,14,13,13,12,12,13,15,11,130,152
,Lovre Kalinić,GK,33,3,3,3,1,6,7,7,2,2,2,6,4,3,6,12,13,15,13,13,9,13,3,14,1,14,12,4,10,10,12,16,17,14,10,14,14,120,135
Wnt,Jozo Šimunović,D (C),29,2,4,9,5,11,4,15,5,9,11,12,11,14,12,14,10,14,13,10,10,11,3,11,6,12,13,8,10,10,8,13,17,11,13,10,15,112,138
,Cristian Tello,M/AM (RL),31,11,13,14,12,14,9,6,12,5,5,12,11,6,15,10,12,11,12,11,12,12,14,9,15,7,10,10,12,16,14,13,8,14,14,13,8,135,150
,Nikola Moro,DM/ M/AM (C),25,10,14,12,10,14,10,12,13,4,7,16,10,11,14,9,12,12,12,12,12,10,13,9,12,9,16,16,12,11,12,12,13,11,12,13,11,132,140
nEU,Ardian Ismajli,D (C),26,5,8,8,8,10,7,14,8,14,13,12,6,14,9,14,13,15,12,12,12,11,7,12,9,13,14,11,13,12,12,14,14,12,13,14,15,126,135
,Dominik Kotarski,GK,23,2,3,3,3,5,6,3,3,1,1,11,1,2,10,15,12,13,12,10,11,10,1,12,1,13,12,11,12,10,13,13,15,12,12,12,13,125,140
,Adrian Leon Barišić,D (C),21,8,9,9,6,11,5,12,10,9,13,11,5,14,12,12,13,12,12,13,12,11,10,9,8,12,12,11,11,11,11,14,13,13,11,11,13,114,131
,Ondřej Mazuch,D (C),34,7,7,6,7,11,4,15,9,10,13,10,5,15,9,16,10,14,12,14,13,12,6,13,9,13,11,8,14,9,8,15,14,12,10,9,15,110,135
,Václav Pilař,M/AM (RL),34,11,11,16,14,16,10,5,15,8,6,11,10,8,14,14,12,8,11,11,9,12,16,8,15,8,9,9,14,12,14,12,3,12,13,9,7,113,137
,Milan Škoda,ST (C),37,1,6,8,13,9,2,16,11,2,13,9,8,13,10,19,13,18,15,14,13,14,5,7,14,14,18,7,14,7,7,16,12,10,7,7,12,95,130
,Josef Hušbauer,M/AM (C),33,15,13,11,11,14,15,7,18,3,11,14,12,10,14,12,15,13,14,12,16,12,15,14,14,10,15,14,15,7,8,8,8,10,8,9,8,115,135
FrA,Wilfried Bony,ST (C),34,4,5,13,15,13,7,15,13,4,5,11,10,6,15,10,13,13,14,12,13,11,14,12,14,4,12,13,8,7,9,15,12,4,8,7,15,106,150
,Zdeněk Ondrášek,ST (C),34,3,6,9,12,12,4,14,9,2,5,10,11,10,10,15,12,18,11,13,11,15,8,13,12,9,12,9,15,10,9,14,13,13,9,9,14,97,121
Wnt,Sergio Asenjo,GK,34,6,3,1,2,11,10,5,1,2,3,11,5,2,10,9,14,15,15,15,14,12,5,11,2,14,13,7,14,7,11,10,11,8,9,11,13,134,157
,Jan Kopic,M/AM (RL),33,14,11,13,14,15,14,10,14,7,9,13,15,10,14,14,11,14,11,11,12,11,16,9,15,9,12,10,13,14,11,12,9,8,13,8,10,122,130
,Ladislav Krejčí,D/WB/M/AM (L),30,13,13,14,9,12,13,8,9,4,6,13,13,10,14,8,11,11,11,12,10,10,14,10,14,7,15,13,15,14,13,11,8,10,13,12,10,125,140
,Pedro León,M/AM (R),36,17,17,16,11,15,16,6,15,7,5,16,16,5,18,9,12,9,15,10,13,8,17,12,14,6,9,17,8,9,9,10,9,9,9,9,9,119,149
,Matěj Hanousek,D/WB (L),30,9,12,10,6,12,8,9,9,11,12,11,11,13,12,7,10,12,10,12,10,10,11,9,8,13,12,10,13,12,13,13,11,14,14,14,13,110,125
,Hwang In-Beom,DM/ M/AM (C),26,12,11,14,9,14,12,8,12,5,9,14,11,8,16,13,14,11,14,14,16,13,12,11,14,12,18,14,16,13,14,12,8,12,11,14,8,137,140
,Jaromír Zmrhal,M/AM (LC),29,14,12,12,9,12,13,11,14,5,9,12,12,9,12,7,10,8,11,10,10,13,11,10,13,10,14,12,13,13,12,12,14,14,12,12,12,110,125
,Michal Trávník,DM/ M/AM (C),29,14,12,13,12,14,14,12,10,4,9,13,15,12,14,14,11,14,11,13,11,10,14,9,12,13,9,14,13,12,14,13,8,8,12,11,9,120,140
,Patrik Hrošovský,DM/ M (C),31,10,11,13,13,13,12,5,13,6,9,14,16,7,14,12,13,13,14,14,15,12,15,8,11,13,11,12,14,12,14,12,7,6,14,13,12,130,140
,Gelson Martins,M/AM (R),28,7,10,14,10,14,7,4,10,2,5,13,12,5,15,10,13,10,12,10,9,13,16,6,14,7,9,12,10,14,15,12,7,14,15,13,9,120,145
,Matěj Kovář,GK,23,3,2,2,1,12,3,7,1,2,2,12,5,2,12,12,12,13,13,12,12,12,6,11,6,13,12,12,12,9,15,12,17,15,9,11,13,132,148
,Hwang Ui-Jo,ST (C),30,4,10,12,13,12,5,12,11,3,8,12,12,7,12,12,12,14,12,11,12,10,12,9,13,9,15,12,15,12,12,13,12,12,13,14,13,119,130
,Simon Deli,D (C),31,1,7,8,7,12,10,14,5,5,13,10,10,13,13,12,9,11,9,6,9,9,15,10,11,11,12,7,10,12,13,14,16,12,12,14,16,105,135
,Václav Černý,M (R)/ AM (RL),25,13,11,15,12,13,13,7,12,6,6,12,12,7,13,12,12,10,13,10,12,9,15,7,12,6,11,12,12,15,15,12,10,12,15,12,9,129,132
,Estrela,DM/ M (C),27,3,7,10,4,11,4,11,7,7,12,11,7,14,12,12,11,14,12,10,9,6,6,11,11,12,12,11,18,13,14,13,10,12,11,14,13,105,125
,Jiří Pavlenka,GK,31,3,2,2,3,7,6,9,3,1,2,9,2,3,7,11,12,15,11,12,12,11,5,13,3,13,12,8,12,9,16,12,18,14,10,10,15,121,160
,Nuno Da Costa,AM (C)/ ST (C),32,10,7,13,12,13,6,13,12,5,8,10,14,6,13,11,11,13,12,11,12,9,8,8,12,8,7,10,12,13,13,14,13,13,14,13,13,115,126
FrA,Joel Ngandu Kayamba,AM (R),31,10,12,12,8,14,8,7,12,6,8,7,12,9,13,14,9,10,7,9,9,10,14,9,11,9,12,11,13,12,13,10,7,10,15,13,9,105,125
,Idriz Voca,DM/ M (C),26,7,8,12,8,12,10,10,10,8,13,13,6,13,13,14,12,12,13,13,13,10,10,12,10,15,14,12,13,10,12,12,10,13,10,14,12,115,120
,Khuliso Mudau,D/WB/M/AM (R),28,7,10,12,8,11,8,11,8,8,8,11,5,12,11,11,8,10,10,9,13,15,15,6,13,8,9,9,10,15,10,10,5,15,13,14,10,118,129
,Tomáš Čvančara,AM (R)/ ST (C),22,4,9,12,14,13,12,13,11,7,5,11,13,6,13,16,12,14,13,12,12,14,16,11,12,6,15,10,15,13,12,13,15,11,14,11,14,131,138
Inj,Lorenzo Venuti,D (RL)/ WB (R),28,8,11,11,6,12,7,10,9,10,12,11,9,13,12,13,10,14,10,10,10,12,7,8,11,13,16,11,16,14,13,13,10,11,14,14,13,125,136
,Faustino Anjorin,M/AM (C),21,10,9,10,14,11,10,9,13,8,6,11,15,7,13,12,8,10,12,9,12,6,14,8,10,6,10,12,11,15,9,15,12,8,14,12,14,117,134
Inj,David Zima,D (C),22,4,6,7,7,11,6,14,6,10,14,12,7,13,10,8,12,13,12,11,13,11,13,8,8,12,13,8,10,13,11,14,15,12,13,13,15,122,138
,Mojmír Chytil,ST (C),24,7,8,12,14,13,9,13,10,5,5,10,11,7,12,12,11,14,13,11,12,12,11,9,13,12,14,9,13,12,13,14,14,12,13,12,14,127,135
,Cedric Itten,ST (C),26,6,10,11,14,12,6,14,13,6,7,12,14,8,12,12,14,15,13,11,15,11,12,7,14,8,14,10,14,11,12,14,14,13,13,14,13,129,134
,Lebogang Phiri,DM/ M (C),28,10,10,12,7,13,8,7,10,3,10,11,8,12,12,11,12,14,12,12,12,12,10,9,10,9,12,11,14,13,14,12,8,13,11,13,6,105,128
,Danilo Cataldi,DM/ M (C),28,14,8,11,12,14,16,4,15,4,13,14,12,14,14,14,13,13,13,12,13,14,13,14,13,14,16,14,14,12,12,12,10,15,13,12,12,136,145
,Erik Sviatchenko,D (C),31,6,7,8,7,12,6,16,7,9,14,12,7,14,9,16,14,15,13,13,13,12,8,16,8,14,13,9,12,11,8,13,16,14,11,12,14,129,145
Inj,Anders Christiansen,DM/ M/AM (C),33,14,12,13,11,14,13,7,13,7,11,15,14,11,14,15,14,13,14,13,14,11,13,14,14,12,14,14,14,13,12,12,8,15,13,13,11,130,135
,Rasmus Falk,DM/ M/AM (C),31,3,10,15,6,16,3,5,6,3,6,16,8,10,16,15,15,13,15,14,15,12,15,12,14,10,15,14,17,13,15,16,6,16,11,17,9,136,145
,Jens Stryger Larsen,D/WB (RL),32,10,12,9,7,12,6,12,10,5,10,11,8,14,11,14,12,13,12,13,11,12,8,12,9,13,14,11,13,12,12,12,13,13,12,14,14,121,135
,Nicolai Boilesen,D (LC)/ WB (L),31,11,13,13,5,14,10,10,8,6,13,14,8,12,14,13,14,14,15,14,13,13,12,15,14,14,14,14,12,12,12,13,14,14,12,13,11,128,145
Wnt,Andile Jali,DM/ M/AM (C),33,7,7,11,9,12,8,8,11,5,14,14,13,11,11,11,11,13,9,11,10,14,10,10,12,11,13,11,14,12,10,9,6,16,13,13,9,109,125
,Dario Đumić,D (C),31,2,7,7,7,10,6,15,6,8,13,11,6,12,10,7,11,15,10,12,12,13,7,14,8,14,10,11,10,9,8,14,16,16,12,11,16,115,127
,Fidan Aliti,D (LC)/ WB (L),29,6,10,6,6,8,6,13,7,8,13,11,6,13,8,16,13,14,11,13,12,11,7,12,7,13,14,10,13,11,8,13,13,12,12,12,13,115,125
,Jonathan Mensah,D (C),32,5,8,10,7,10,7,13,7,10,14,11,8,14,10,14,12,15,11,11,9,14,8,12,8,13,14,7,13,11,12,12,15,15,13,15,14,117,128
,Edgar Ié,D (RC),29,7,9,9,5,12,8,13,7,10,12,10,8,13,12,13,12,13,13,10,11,9,9,9,7,11,13,10,14,13,13,12,11,14,12,13,13,110,135
Wnt,Ely,AM (RL),32,12,10,12,11,11,11,9,13,7,8,10,13,5,13,12,13,12,10,11,8,11,14,9,13,10,11,11,13,11,12,11,13,14,12,11,14,98,110
Inj,Andreas Cornelius,ST (C),30,6,7,12,14,12,7,15,12,5,5,12,10,7,12,14,14,14,13,12,12,12,8,10,12,6,15,12,16,10,10,13,17,16,14,13,18,129,150
,Florent Hadergjonaj,D (R),28,6,14,8,5,12,5,9,5,12,12,12,8,12,12,7,12,10,10,13,10,12,8,8,12,13,14,8,14,12,11,8,12,15,15,15,9,110,125
,Henrik Dalsgaard,D (RC)/ WB (R),33,7,13,11,8,11,8,13,9,12,10,12,8,13,10,15,9,13,13,11,13,11,13,9,9,13,13,13,15,12,10,14,16,14,12,13,13,119,129
,Rajko Rotman,D (C)/ DM,34,5,7,8,9,12,10,13,9,9,12,12,13,13,11,14,13,13,14,14,13,9,8,13,8,13,14,9,11,5,6,10,13,15,7,12,13,95,120
,Tim Matavž,ST (C),34,6,8,9,13,14,8,15,10,4,5,10,12,5,12,8,14,12,13,13,9,8,10,7,14,6,10,10,8,8,10,10,14,13,9,11,14,105,135
,David Hrncar,WB/M/AM (R),25,10,15,13,12,13,9,8,7,5,11,14,4,10,11,15,11,7,5,8,10,7,10,8,10,9,12,10,13,13,10,7,6,13,14,11,6,103,120
,Róbert Boženík,ST (C),23,6,7,11,16,12,6,14,11,5,7,11,12,6,13,11,15,12,13,14,12,11,12,7,14,7,15,12,12,12,11,15,14,14,12,12,14,129,137
,Dávid Hancko,D (LC),25,9,13,14,11,11,10,11,13,10,13,14,13,15,11,7,13,12,13,14,16,10,12,14,13,13,15,13,14,14,12,13,16,10,12,14,12,142,146
,Wesley Moraes,ST (C),26,9,8,9,12,11,10,14,10,10,8,12,13,7,11,17,14,13,12,12,12,10,13,8,14,8,14,12,14,10,12,15,16,15,13,15,15,121,140
,Denis Vavro,D (C),27,5,10,5,10,10,13,13,14,10,14,12,15,15,11,16,13,16,10,12,10,14,6,7,12,14,14,8,14,13,11,14,16,14,15,15,16,130,144
,Jens Stage,DM/ M (RC),26,6,10,11,11,12,7,15,11,8,13,12,10,14,11,16,14,15,12,14,13,14,8,15,13,13,16,12,17,12,11,13,14,14,14,16,14,131,133
,Anders Dreyer,AM (RLC)/ ST (C),25,13,13,14,15,12,13,8,14,6,8,13,13,7,14,9,12,14,10,12,13,7,14,7,15,12,14,13,12,12,13,11,9,12,11,13,11,132,138
,Jacob Bruun Larsen,M/AM (RL),24,12,10,14,11,12,14,8,10,10,8,12,11,8,12,7,12,10,11,9,11,9,12,6,15,9,15,12,16,15,13,10,10,11,15,12,10,130,138
,Mads Bech Sørensen,D (LC),24,6,8,10,7,12,7,13,8,19,13,13,6,13,12,14,13,13,14,14,13,12,9,12,7,13,13,12,14,11,11,13,16,15,11,14,14,127,139
,Norbert Gyömbér,D (RC),31,3,9,11,4,10,3,13,6,12,13,11,5,16,10,14,15,14,12,12,10,15,5,13,5,13,15,5,16,15,13,13,14,12,15,15,13,125,130
,Erik Sabo,DM/ M (C),31,8,10,9,8,12,9,7,11,6,8,12,11,9,12,12,12,8,12,12,12,6,10,8,12,12,14,10,15,10,12,12,14,15,11,14,13,105,125
,Andreas Skov Olsen,AM (R),23,11,14,13,14,14,11,11,12,5,6,13,12,7,15,7,13,12,13,13,12,6,14,7,13,7,13,13,13,13,11,12,12,12,14,12,12,132,143
,Abdul Mumin,D (C),25,5,5,12,6,12,5,13,6,10,15,13,5,13,13,13,13,15,12,13,12,6,15,4,8,14,13,12,12,14,14,13,15,15,16,13,14,133,140
,Ján Gregus,DM/ M (C),32,13,10,12,8,13,13,4,15,4,7,14,12,11,13,14,13,14,11,12,10,11,10,10,11,10,13,14,14,12,12,11,13,14,13,15,10,115,125
,Renato Steffen,WB (L)/ M/AM (RL),31,11,12,12,11,11,10,12,12,6,11,11,8,12,12,17,12,16,10,11,10,14,10,7,13,12,17,12,16,13,11,12,8,13,14,14,11,122,134
,Svit Sešlar,M/AM (RC),21,11,12,13,12,13,11,11,12,3,7,14,12,6,14,12,13,11,13,8,10,10,15,10,13,8,13,13,14,10,11,12,11,11,12,12,11,110,138
,Michaël Frey,ST (C),28,4,8,11,14,11,6,14,12,3,8,11,12,11,11,17,14,16,13,13,11,16,9,7,13,8,15,11,16,9,10,14,15,14,10,14,15,117,135
,Pasquale Mazzocchi,D/WB (RL),27,12,13,15,7,12,12,5,11,10,8,12,7,13,13,13,12,13,12,11,10,14,13,15,13,10,11,9,16,15,15,10,7,13,14,14,12,131,140
,Cristian Olivera,AM (RL)/ ST (C),21,12,13,15,11,14,12,6,8,11,5,12,8,4,15,14,9,9,8,5,10,3,16,4,13,5,8,10,12,17,16,12,5,15,14,14,9,130,137
,Strahinja Eraković,D (RC),22,7,8,7,7,13,6,13,9,8,14,11,9,15,11,14,13,14,12,12,13,12,8,11,10,13,12,10,14,12,13,11,13,12,12,14,12,128,148
,Simone Bastoni,D/WB (L)/ M (LC),26,8,14,13,12,12,9,13,13,4,11,14,8,15,13,14,13,12,13,13,13,13,12,11,13,12,13,13,13,12,12,14,11,11,13,11,11,123,136
,Giangiacomo Magnani,D (C),27,4,10,8,6,11,4,14,6,10,14,10,3,12,10,15,14,13,12,13,12,12,7,11,8,14,13,9,13,12,12,13,15,15,13,13,15,126,128
,Victor Kristiansen,D/WB (L),20,11,13,12,8,13,10,11,9,11,11,12,5,14,13,16,12,15,12,11,12,14,11,12,13,13,14,12,14,13,12,12,11,15,15,16,12,132,143
,Kingsley Schindler,D/WB/M/AM (R),29,5,10,11,8,10,6,10,8,17,9,10,14,11,11,14,10,13,9,8,9,11,11,4,12,9,11,10,12,14,12,12,11,16,15,13,12,115,130
Wnt,César Araújo,DM/ M (C),22,11,13,11,8,12,13,10,15,3,12,13,9,11,13,13,13,12,12,12,13,12,11,13,10,12,15,12,12,12,12,14,9,13,11,13,10,121,132
,Veljko Birmančević,AM (RL)/ ST (C),25,13,12,15,12,13,13,6,13,5,5,12,13,8,14,13,14,11,12,10,12,10,16,8,11,9,11,13,11,14,14,10,8,10,15,11,9,133,140
,Ali Sowe,ST (C),29,5,6,12,14,12,5,14,10,8,4,10,12,8,12,12,12,12,10,11,8,15,10,12,14,8,15,9,18,12,12,15,15,17,15,14,14,120,124
,Ionuţ Radu,GK,26,4,2,1,2,8,8,5,3,1,1,9,8,2,10,10,13,12,11,9,9,11,3,11,5,13,14,12,13,13,13,15,14,14,13,15,12,125,136
,Joel Pohjanpalo,ST (C),28,4,5,11,15,13,10,14,11,4,4,13,13,6,12,11,15,14,15,15,13,13,10,12,16,5,13,11,14,10,11,15,13,11,12,12,15,129,131
Wnt,Robin Lod,M/AM (RLC)/ ST (C),30,10,11,12,13,11,9,10,13,6,10,13,12,9,14,12,13,13,13,12,13,13,12,9,14,10,15,12,14,11,11,14,10,12,11,10,13,129,130
,Dario Šarić,DM/ M/AM (C),26,10,12,12,10,12,10,10,13,6,11,12,9,13,13,13,13,14,12,12,11,12,12,12,12,12,14,12,14,13,12,12,10,13,13,14,13,125,130
,Zé Luís,ST (C),32,7,8,13,13,14,9,15,13,10,9,12,12,8,15,14,13,12,10,10,13,11,14,10,12,6,13,13,8,11,11,15,12,10,9,6,16,114,138
,Sauli Väisänen,D (C),29,3,9,7,5,11,8,12,7,5,13,12,6,12,12,14,11,13,13,12,12,12,6,11,12,13,12,11,12,11,9,12,14,12,11,12,13,110,128
,Jan Mlakar,M/AM (L)/ ST (C),24,6,9,11,12,11,6,10,9,3,4,10,11,5,12,9,12,9,13,12,11,12,11,8,14,6,13,11,12,14,13,12,11,11,13,13,10,115,125
,David Tijanić,M/AM (C),25,10,9,13,10,14,12,6,13,5,6,13,8,7,14,12,12,10,12,11,10,10,14,11,13,7,13,13,13,12,13,9,8,11,11,11,11,115,145
Inj,Martin Kelly,D (RC),33,4,8,8,5,9,5,12,2,6,12,9,5,13,10,13,13,15,12,14,13,12,4,10,10,13,11,9,14,9,10,12,13,10,9,12,12,109,130
,Xavier Mercier,AM (LC),33,14,13,12,11,14,13,6,9,7,8,16,14,7,13,5,14,14,14,15,15,12,13,17,12,6,13,16,10,13,13,10,6,14,12,13,8,127,128
FrA,Mamadou Sakho,D (C),33,4,7,10,7,10,6,14,5,11,14,13,7,14,8,15,13,15,13,12,12,12,10,14,12,13,13,11,12,9,8,10,13,11,10,12,15,113,154
,Stefan Lončar,DM/ M/AM (C),27,8,8,9,12,10,9,13,11,8,12,12,10,12,10,10,14,10,9,11,11,10,13,14,12,13,12,11,12,12,12,11,14,12,13,15,12,113,121
,Mohamed Fares,D/WB/M/AM (L),27,10,13,12,10,12,7,12,9,5,10,12,12,11,13,10,11,12,10,10,10,11,15,8,12,10,12,10,12,14,12,10,10,10,14,12,11,117,140
,Sofiane Feghouli,DM/ M/AM (C),33,12,14,13,12,14,12,9,13,7,3,16,12,6,15,13,14,10,14,11,14,11,16,11,13,11,15,14,9,10,9,14,7,10,8,6,13,115,155
Wnt,Hélder Costa,AM (RL),29,12,12,14,10,14,11,6,11,2,5,11,11,5,15,9,11,10,12,9,9,11,16,7,13,5,9,12,13,15,14,12,8,12,15,13,10,120,145
,Kristijan Lovrić,AM (RL),27,13,12,13,12,12,17,10,17,7,7,12,15,8,12,13,12,13,8,8,9,10,13,10,13,7,11,13,9,13,11,11,13,12,13,11,13,116,130
,Yannick Sagbo,ST (C),35,5,8,9,12,10,6,11,9,4,4,11,12,2,10,11,10,14,11,9,10,15,10,6,11,6,12,10,11,13,12,12,10,14,13,13,13,105,131
,Tony Njiké,DM/ M (C),25,8,9,9,8,13,8,8,11,6,12,13,7,12,11,9,13,12,11,12,12,11,11,9,12,13,13,12,14,11,12,12,8,14,11,12,11,106,120
,Gaël Kakuta,AM (RLC)/ ST (C),32,12,12,15,11,15,13,7,14,5,5,13,13,5,15,8,13,11,13,10,12,12,17,11,12,5,12,13,12,14,15,14,7,13,13,12,9,128,142
,Eros Grezda,M/AM (RL),28,5,11,14,10,10,5,9,10,6,7,10,7,8,11,16,9,14,11,9,7,1,13,6,13,7,9,10,12,14,13,10,11,15,14,12,10,107,125
,Damien Marcq,DM,34,6,8,9,5,12,7,13,12,6,12,11,7,14,12,13,14,16,11,13,12,12,11,18,14,13,17,11,15,8,9,13,11,15,9,11,12,105,127
Loa,Cédric Bakambu,ST (C),32,5,10,12,13,12,8,12,12,6,7,10,14,6,13,12,13,13,12,11,12,11,12,8,17,7,10,10,12,15,14,14,11,15,15,12,14,130,150
,Fábio Cardoso,D (C),29,5,10,11,9,11,6,15,7,11,15,13,7,10,13,16,11,18,11,12,11,14,6,14,8,11,15,12,15,12,13,14,14,14,13,15,15,130,138
,Wahbi Khazri,AM (LC)/ ST (C),32,16,14,14,13,14,15,7,13,5,4,13,13,5,15,11,11,12,14,11,10,11,17,12,12,7,12,14,12,12,13,14,9,12,12,12,12,124,145
FrA,Younousse Sankharé,M/AM (C),33,10,12,11,13,12,12,14,10,6,10,13,9,13,12,12,13,13,13,12,12,13,12,12,14,10,14,11,12,10,10,13,14,11,10,10,13,105,130
,Fabio Borini,AM (RL)/ ST (C),32,4,10,12,13,13,4,6,11,5,10,12,16,6,13,14,16,13,13,13,16,14,10,9,16,10,16,13,16,13,12,12,9,15,12,12,8,126,145
,Marin Aničić,D (C)/ DM,33,9,7,6,3,9,10,11,7,8,12,12,3,12,9,8,10,11,11,10,10,10,6,10,10,11,12,10,12,10,10,11,15,7,9,9,13,100,125
,Miha Zajc,DM/ M/AM (C),29,12,13,13,13,13,15,8,16,8,8,14,11,9,15,8,14,13,16,8,13,12,6,13,15,10,14,15,13,8,12,13,10,8,5,13,13,125,135
,Mijat Gaćinović,AM (LC),28,10,12,14,10,15,10,10,11,5,8,12,12,8,14,13,12,12,10,10,9,11,15,9,13,8,12,12,14,15,15,11,8,12,13,13,9,125,135
,Stefan Ristovski,D (RC),31,8,12,10,9,12,7,13,12,15,13,13,8,13,10,14,14,14,12,12,12,14,6,16,12,12,15,11,15,12,8,13,12,11,15,13,13,121,142
,Riccardo Marchizza,D (L),25,6,13,10,7,12,7,14,9,11,14,12,11,14,11,11,13,12,12,14,13,12,7,8,12,13,14,11,14,13,13,14,12,13,14,14,14,128,135
,Fredy,DM/ M/AM (C),33,13,12,15,10,13,11,8,12,6,9,13,14,10,13,14,12,11,12,10,13,10,13,11,13,9,13,11,13,13,13,12,5,14,11,12,10,115,125
,Youssef Maleh,DM/ M (LC)/ AM (C),24,10,10,13,11,13,8,7,11,8,11,13,11,11,13,14,13,12,11,13,13,12,14,10,14,13,14,13,13,14,13,14,8,12,13,13,13,126,133
,Jure Balkovec,D (LC)/ WB (L),28,13,15,7,8,12,15,8,15,8,12,14,9,10,13,12,13,12,12,14,12,11,8,10,10,12,12,13,10,10,12,12,10,15,11,15,13,115,130
