Inf,Name,Media Description,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
,Aaron Hickey,Full-back,21,11,13,14,9,12,8,10,13,11,12,12,8,12,13,12,13,15,12,12,12,13,13,8,12,13,15,13,14,14,14,11,11,13,14,13,11,140,155
,Gustavo Cabral,Veteran centre-back,37,5,7,7,5,9,7,15,7,9,17,13,8,16,8,17,13,16,11,10,11,13,6,15,6,16,16,11,16,10,9,8,13,13,11,11,15,127,146
,Aitor Paredes,Centre-back,23,8,9,9,8,13,8,14,7,9,14,14,8,14,14,14,13,12,11,13,13,9,5,9,9,14,14,13,14,13,13,9,12,13,13,13,13,136,145
Inj,Brian Ocampo,Winger,24,14,15,15,13,15,14,6,15,6,4,12,9,5,16,13,13,6,10,8,10,9,16,5,13,5,10,12,10,16,15,9,7,10,15,11,8,131,147
,Geoffrey Kondogbia,Defensive midfielder,30,8,11,15,12,15,8,14,13,7,12,15,9,15,14,16,14,15,12,11,13,11,14,14,13,15,14,13,15,13,14,16,14,15,13,16,16,145,155
,Curtis Jones,Hard working midfielder,22,11,13,16,11,16,11,8,12,7,11,15,13,11,15,12,15,11,15,14,14,13,14,11,15,11,17,15,15,14,15,14,9,14,13,14,11,147,155
,Manuel Ugarte,Tenacious defensive midfielder,22,7,10,11,8,13,10,9,10,10,14,13,7,18,12,18,16,18,13,17,13,17,12,12,8,16,18,12,17,12,12,16,11,17,13,17,14,151,163
,Younes Belhanda,Experienced attacking midfielder,33,13,13,13,12,14,11,5,13,8,6,14,15,8,17,13,13,13,14,11,15,10,16,5,14,9,14,17,13,12,13,14,9,14,11,12,12,130,145
,Dani Vivian,Centre-back,23,8,10,11,9,13,8,15,7,14,15,14,7,14,14,13,13,15,15,14,14,13,8,14,8,14,15,12,14,14,14,9,13,13,15,15,13,148,158
,Juraj Kucka,Veteran midfielder,36,7,8,12,8,11,11,14,14,4,13,14,15,13,12,14,14,17,14,12,13,14,12,13,14,13,14,12,15,9,11,16,13,18,12,11,14,123,150
,Sacha Boey,Full-back,22,5,11,9,7,13,5,8,8,10,16,13,5,14,13,17,14,14,13,15,13,13,8,8,8,14,14,10,16,14,13,17,13,15,14,18,15,136,143
,Abdoulaye Doucouré,Midfielder,30,5,11,12,13,13,7,12,13,5,12,12,8,12,13,15,14,14,14,13,13,14,12,10,15,12,16,13,17,14,13,14,12,16,13,16,15,136,160
,Alfonso Espino,Full-back,31,7,12,10,6,10,6,8,10,14,12,11,7,14,11,16,14,16,12,12,12,13,9,15,13,12,14,11,19,14,14,14,6,16,15,18,15,134,139
,Roméo Lavia,Hard working midfielder,19,5,7,13,8,14,11,7,11,5,10,14,5,15,14,15,14,12,13,12,13,14,14,12,13,14,16,14,16,14,14,13,9,14,14,14,13,140,170
,Grzegorz Krychowiak,Experienced midfielder,33,6,7,11,10,12,7,12,13,5,14,13,12,14,12,15,16,16,13,15,15,12,8,15,14,14,15,12,15,11,12,15,13,16,12,15,15,140,155
,Kevin Kampl,Experienced midfielder,32,12,11,12,8,15,12,6,12,6,12,16,7,12,15,16,13,12,16,13,14,13,13,12,12,13,18,15,16,12,14,13,7,15,12,16,10,142,150
Inj,Wesley Fofana,Centre-back,22,8,6,12,7,12,3,16,5,7,15,12,8,15,14,12,14,13,14,13,12,14,10,10,12,15,13,12,13,15,13,10,16,16,16,15,15,144,160
,Matías Vecino,Midfielder,31,8,10,10,14,13,10,16,13,4,13,14,13,12,14,14,17,14,12,13,13,16,14,13,18,14,16,13,14,11,12,15,14,17,12,14,15,138,150
,Youssouf Sabaly,Full-back,30,8,13,12,7,12,7,9,10,10,12,12,8,14,12,14,14,13,14,14,13,13,13,10,13,12,14,10,17,15,13,13,7,12,14,17,15,136,141
,Abel Hernández,Experienced striker,32,10,9,13,14,13,8,12,13,7,5,13,15,5,14,10,12,11,12,11,10,14,15,10,14,8,10,12,10,14,14,11,13,14,12,13,11,125,144
,Andrej Kramarić,Experienced striker,32,13,11,13,13,16,16,13,12,6,8,14,17,8,16,13,13,11,16,11,13,11,16,13,13,8,12,14,15,13,14,12,10,13,13,14,11,141,152
Inj,Emiliano Buendía,Unpredictable attacking midfielder,26,14,15,15,13,15,13,5,11,4,4,15,9,8,16,15,15,12,15,11,11,14,18,5,15,9,13,16,14,14,16,15,8,14,14,13,10,140,155
,Luiz Gustavo,Veteran midfielder,35,4,9,8,9,12,4,12,13,4,13,12,8,16,14,15,14,17,15,14,14,16,7,15,12,14,15,10,10,9,9,16,14,17,9,10,13,120,155
,Ante Budimir,Striker,31,6,8,10,15,11,4,17,10,3,7,11,16,12,12,13,16,14,15,13,13,14,13,5,16,12,14,10,15,11,11,15,16,15,12,15,18,137,142
,Edison Flores,Winger,29,14,13,14,12,14,11,13,14,13,6,14,13,9,15,6,10,6,13,12,9,7,14,5,11,9,11,14,10,13,13,12,7,10,13,11,8,123,135
,Domagoj Vida,Commanding centre-back,34,3,9,10,8,11,5,16,6,9,14,11,7,15,12,17,14,17,12,12,12,16,5,16,9,13,15,9,14,12,10,15,14,17,10,12,16,130,150
,Mattia Zaccagni,Winger,28,13,14,15,15,15,12,5,13,4,4,15,14,8,15,13,16,12,12,12,13,15,16,13,16,6,11,14,13,15,15,13,10,14,15,12,10,148,160
,James Tarkowski,Centre-back,30,3,6,10,8,13,4,17,6,7,15,14,10,16,12,13,15,15,14,15,12,11,10,13,8,14,16,10,15,14,10,13,14,14,14,13,13,140,150
,Álvaro Odriozola,Full-back,27,11,14,13,9,13,8,9,10,14,12,15,8,13,14,12,12,15,12,13,12,10,11,9,13,14,15,12,15,15,15,13,8,15,15,13,12,132,150
,Fernando,Midfielder,31,14,11,12,12,13,17,10,16,8,12,17,12,11,14,10,14,13,13,9,14,8,14,12,10,14,14,15,14,11,13,12,10,10,8,14,13,135,145
,Marc Cucurella,Attacking full back,24,10,13,11,9,14,7,6,8,12,12,12,7,12,14,15,16,14,15,14,13,16,10,13,15,12,14,14,14,16,15,14,8,13,13,15,12,142,158
,Teemu Pukki,Experienced striker,33,7,12,13,15,14,9,10,12,5,5,12,17,6,12,14,15,9,14,13,13,13,8,8,15,6,16,14,17,13,13,13,9,15,12,13,13,127,144
Wnt,Rico Henry,Full-back,25,7,13,14,10,14,7,13,10,9,12,13,8,13,13,12,14,14,14,14,14,13,13,9,12,14,14,14,15,16,14,14,9,14,16,14,12,141,150
,Lucas Moura,Winger,30,11,12,15,13,13,9,15,10,6,6,12,11,9,13,11,13,12,12,11,10,12,13,7,13,7,15,12,16,14,14,11,11,17,14,15,8,137,154
,Stefano Sensi,Midfielder,27,11,13,14,11,16,14,4,13,4,7,16,12,10,16,11,14,11,15,12,14,13,16,11,13,13,16,15,12,13,16,10,4,7,13,10,6,135,148
,Arda Güler,Cultured attacking midfielder,18,15,15,14,11,16,14,11,16,8,7,16,14,7,18,14,14,10,13,10,13,14,15,12,11,6,16,16,13,13,14,12,6,14,8,11,6,134,176
,Jefferson Lerma,Defensive midfielder,28,9,10,11,8,12,9,14,13,8,13,13,9,16,12,15,15,16,12,14,13,13,9,9,12,13,13,11,16,13,14,15,14,17,12,15,14,137,148
,Alfredo Morelos,Striker,27,12,13,11,14,13,11,13,11,5,7,12,15,8,14,18,15,14,5,8,12,15,7,5,17,12,12,14,10,13,10,13,10,15,14,15,19,130,149
,Mateus Uribe,Experienced midfielder,32,10,11,11,9,13,6,13,11,13,11,13,16,14,13,16,15,16,15,15,15,13,9,14,13,16,17,14,16,12,12,15,13,14,12,16,12,143,155
,Danny Ings,Nomadic striker,30,4,11,12,15,13,10,13,12,3,8,13,13,11,15,13,13,14,13,14,12,16,14,14,14,10,16,14,15,13,14,15,11,13,13,14,13,135,160
,Kostas Tsimikas,Attacking full back,27,14,16,15,6,15,14,8,8,11,13,15,11,15,15,14,14,14,15,13,14,13,13,9,14,14,16,14,16,15,14,14,10,14,15,15,12,150,159
Wnt,Boubacar Kamara,Defensive midfielder,23,6,8,12,5,14,6,14,8,5,15,15,7,15,14,12,16,14,16,14,14,11,10,9,13,16,16,13,16,14,14,15,14,16,15,15,13,147,158
,Florian Thauvin,Winger,30,13,14,15,12,16,12,10,13,4,4,15,13,3,15,11,12,13,13,11,11,11,15,8,14,5,13,14,11,14,14,13,8,12,13,10,8,129,154
nEU,Felipe Anderson,Winger,30,4,16,16,14,16,7,13,12,4,4,14,12,12,17,13,16,10,11,11,10,12,15,6,14,7,18,14,12,14,15,10,8,15,15,13,8,147,155
,Domenico Berardi,Cultured winger,28,11,14,14,16,14,15,10,16,4,4,16,18,7,16,15,14,12,15,11,14,15,15,14,16,8,14,16,14,15,15,13,10,14,14,14,11,143,155
Inj,Duván Zapata,Experienced striker,32,5,9,12,15,13,4,16,11,4,4,13,14,7,13,13,16,14,15,12,14,13,12,7,14,5,17,12,12,12,10,16,15,12,15,13,18,140,155
,Thomas Delaney,Tenacious defensive midfielder,31,4,8,10,7,12,13,16,12,12,13,12,10,15,12,15,13,17,13,14,13,16,8,16,11,13,16,12,17,11,11,14,14,14,12,16,13,132,146
,Ben Mee,Experienced centre-back,33,6,8,9,8,11,4,16,4,11,15,12,5,16,11,17,15,17,14,15,14,12,7,15,8,14,18,10,14,12,11,11,14,12,12,15,15,138,143
Inj,Álex Moreno,Attacking full back,30,9,13,14,9,12,7,8,9,11,10,12,8,13,13,9,12,12,10,10,11,10,14,9,13,12,12,11,15,16,14,11,9,14,16,16,11,143,156
,Gabriel Paulista,Powerful centre-back,32,5,8,9,8,12,7,15,10,10,14,12,6,14,12,17,15,16,11,14,13,15,6,15,10,14,15,10,17,14,12,14,15,13,13,14,15,137,155
Loa,Jonny Evans,Veteran centre-back,35,4,5,10,6,12,4,15,3,9,14,14,5,15,13,12,16,14,15,15,13,13,3,15,6,15,14,13,14,11,10,14,15,10,10,12,14,139,155
,Morteza Pouraliganji,Centre-back,31,4,6,9,6,9,8,12,10,9,14,8,8,14,9,16,10,18,9,14,13,12,8,11,10,10,13,10,15,9,10,13,14,16,9,13,13,115,135
Wnt,Gianluca Mancini,Centre-back,27,5,9,10,10,12,5,16,6,6,14,13,6,15,12,19,15,13,15,16,13,16,8,16,10,15,18,11,16,12,12,12,15,16,13,15,14,147,150
,Jamie Vardy,Veteran striker,36,7,12,12,15,14,7,12,12,5,3,13,16,11,13,15,14,14,14,15,13,15,12,13,13,5,16,14,14,15,12,12,11,12,15,10,12,132,163
,Harvey Barnes,Winger,25,9,13,16,12,14,11,8,14,5,6,11,8,7,14,9,12,9,11,9,12,10,15,7,12,4,12,13,12,15,15,13,10,13,16,13,12,140,160
,Fabian Schär,Centre-back,31,6,9,12,10,15,12,15,12,8,16,16,14,16,13,17,15,15,16,14,13,10,9,11,9,15,16,15,12,10,10,12,14,12,13,13,15,148,148
,Ez Abde,Winger,21,10,12,16,12,14,10,8,12,8,5,12,12,6,14,11,12,13,11,9,12,12,16,9,13,7,10,11,10,15,16,12,8,15,14,12,9,136,148
,João Neves,Wonderkid,18,12,12,14,11,14,10,12,11,12,10,14,10,11,14,17,13,16,14,16,13,15,14,12,13,12,14,14,17,13,14,14,12,17,13,16,12,141,177
,Carlos Soler,Midfielder,26,14,14,13,13,15,14,12,15,5,11,15,16,11,15,13,13,12,13,13,14,13,14,13,13,13,14,14,14,13,14,14,11,13,13,14,13,145,154
,Olimpiu Moruţan,Winger,24,11,11,15,11,13,11,6,13,7,6,14,12,9,16,9,11,10,12,10,11,13,16,8,11,8,12,15,12,13,15,12,5,12,12,12,7,120,139
,Aaron Ramsey,Experienced attacking midfielder,32,14,13,14,11,14,10,6,14,4,10,15,12,11,15,10,14,13,13,14,14,11,16,13,16,13,15,14,12,11,13,14,8,8,11,13,11,134,160
,Bas Dost,Veteran striker,34,6,9,8,16,14,8,17,9,5,6,11,17,6,12,8,18,14,18,16,14,10,10,8,16,6,12,10,8,7,8,13,16,6,9,10,15,124,143
,Diego Carlos,Centre-back,30,3,5,7,5,11,9,15,8,10,16,12,10,15,12,16,15,19,13,14,13,13,9,9,8,15,13,8,14,12,12,15,14,14,13,15,18,147,153
Inj,Trevoh Chalobah,Centre-back,23,6,11,10,8,13,10,13,9,6,14,12,6,15,13,12,14,13,15,17,15,11,12,8,8,14,14,12,15,14,11,14,15,15,15,14,14,143,155
,Denis Zakaria,Defensive midfielder,26,5,8,14,10,13,6,11,11,12,13,13,8,16,13,17,14,16,12,12,11,13,12,11,14,14,16,12,17,14,13,15,15,15,15,17,15,142,150
,Charles Aránguiz,Veteran midfielder,34,12,13,11,8,14,13,10,11,8,12,15,17,13,15,14,15,12,15,14,15,14,10,12,12,13,18,13,17,10,13,14,7,15,11,14,10,135,150
,Raúl De Tomás,Striker,28,10,13,14,16,14,13,15,15,5,5,14,15,7,14,7,13,8,16,9,12,9,15,6,11,6,8,13,8,13,12,14,11,13,13,12,13,131,150
,Houssem Aouar,Attacking midfielder,25,13,10,15,12,17,13,7,10,5,10,16,12,8,16,9,12,10,14,11,12,10,15,13,14,12,15,16,10,13,15,12,7,14,13,12,9,136,145
,Mauricio Isla,Attacking full back,35,11,15,11,9,14,8,7,9,13,13,13,11,12,15,14,12,14,13,12,14,11,10,11,13,14,12,12,12,12,11,14,8,14,12,11,12,122,146
Wnt,Takehiro Tomiyasu,Full-back,24,7,11,13,8,12,6,12,9,11,13,12,7,15,13,13,15,15,14,14,13,13,13,7,12,14,16,12,16,13,14,13,14,16,13,15,13,150,155
Inj,Steven Berghuis,Winger,31,15,15,14,12,14,14,12,16,4,3,14,14,5,14,16,13,13,12,12,11,11,14,14,14,6,13,15,16,14,14,13,12,13,14,14,11,137,152
,Renato Sanches,Midfielder,25,9,12,15,11,14,9,9,15,10,10,14,11,11,16,17,11,16,14,12,11,16,14,8,13,9,11,13,16,14,14,16,10,17,13,15,14,139,155
,Wout Weghorst,Powerful striker,30,3,6,11,14,14,7,16,8,5,8,12,14,8,13,15,15,17,13,14,13,16,10,15,13,6,15,12,17,10,11,15,17,17,12,16,16,136,147
,Cristhian Mosquera,Wonderkid,19,6,7,7,8,13,2,15,11,12,15,13,7,15,8,15,14,14,13,13,12,12,5,10,8,13,15,8,15,13,15,13,16,16,15,15,16,137,142
,Serhou Guirassy,Nomadic striker,27,4,7,13,17,14,13,15,13,6,5,12,16,6,14,13,15,14,14,12,14,13,13,12,15,6,12,12,14,14,13,15,15,12,15,14,15,152,156
,Sander van de Streek,Attacking midfielder,30,10,12,12,11,13,9,11,12,5,5,13,11,8,13,11,13,12,12,11,13,12,12,6,13,8,13,13,13,11,12,12,12,12,11,13,13,115,129
Wnt,Eddie Nketiah,Striker,24,6,7,15,14,14,5,13,9,1,3,12,10,5,15,13,14,11,14,11,12,12,15,4,16,5,15,11,14,17,18,15,9,14,16,14,12,146,155
,Ricardo Horta,Winger,28,13,13,16,15,15,13,7,14,6,5,13,14,8,16,8,12,8,14,11,13,11,17,13,17,8,11,15,12,16,15,13,7,16,15,13,7,149,155
,Igor,Centre-back,25,6,11,11,6,12,6,14,9,12,14,14,7,15,13,15,14,14,12,12,13,12,11,8,9,15,14,11,15,14,12,15,14,15,14,15,16,144,150
Wnt,Niklas Süle,Centre-back,27,3,12,12,8,13,5,14,12,11,15,14,9,14,13,11,14,15,15,14,13,12,12,13,11,15,13,13,12,12,10,17,16,12,16,13,18,147,159
,Lucas Paquetá,Midfielder,25,12,12,15,12,16,12,12,13,6,10,14,15,12,17,13,13,16,14,12,12,11,17,11,14,10,12,15,14,13,16,14,11,13,13,13,14,150,161
,Flavien Tait,Midfielder,30,10,11,12,9,12,10,7,12,5,7,14,10,9,13,7,12,10,15,13,11,11,12,10,13,13,13,15,13,13,12,12,8,14,13,12,10,115,135
,Oscar Bobb,Attacking midfielder,19,12,8,14,11,13,10,6,11,4,7,13,10,6,14,12,13,11,14,13,13,13,15,7,13,12,14,13,14,15,14,12,8,14,14,13,8,130,160
,Robin Gosens,Attacking full back,28,8,13,11,13,12,6,16,12,14,11,12,11,14,12,16,15,16,12,12,13,15,10,13,17,11,15,12,17,13,12,15,14,14,15,16,13,139,154
,Micky van de Ven,Powerful centre-back,22,3,11,13,7,12,3,13,7,14,14,13,6,14,13,14,13,16,13,13,13,15,13,14,10,14,13,12,15,16,12,14,15,16,19,13,15,147,161
,Idrissa Gueye,Experienced midfielder,33,8,9,10,6,13,9,11,11,9,14,11,8,17,12,14,15,16,13,14,13,14,8,12,9,14,17,12,16,14,14,12,8,15,13,16,13,137,152
,João Novais,Attacking midfielder,29,15,15,13,10,14,16,4,13,5,6,15,12,7,15,14,10,10,14,13,14,9,12,11,13,11,14,15,7,11,12,14,9,13,12,12,11,125,135
,Roberto Gagliardini,Midfielder,29,4,9,9,11,11,7,13,12,11,12,14,7,15,12,14,15,16,14,16,12,14,9,10,15,14,18,11,16,13,12,16,13,15,13,15,15,136,148
,Luca De La Torre,Winger,25,5,12,13,8,12,11,7,9,4,7,14,11,10,15,9,15,12,11,15,13,9,13,8,16,8,14,13,16,12,14,13,7,15,13,14,10,134,145
,Andrea Belotti,Striker,29,4,8,10,14,12,8,16,12,4,6,12,15,10,12,15,14,17,14,14,13,16,12,12,15,7,19,10,19,12,13,17,13,14,14,13,16,138,155
Inj,Joseph Aidoo,Centre-back,27,7,7,8,4,11,8,14,7,9,14,10,6,15,11,15,12,17,11,12,12,12,7,11,8,13,12,9,14,14,14,15,13,18,15,15,18,132,140
Inj,Cenk Tosun,Experienced striker,32,5,7,12,15,12,10,14,10,4,4,12,17,6,14,12,14,14,14,13,13,15,12,16,14,6,12,11,10,11,12,13,14,14,9,10,13,125,143
,Michy Batshuayi,Nomadic striker,29,5,7,12,15,16,9,11,12,8,3,11,14,3,14,15,13,13,15,7,8,10,10,10,15,5,13,8,13,13,14,14,11,16,9,13,14,130,160
,Marcos Junior,Winger,30,9,11,14,14,14,10,8,6,7,8,13,13,9,13,15,13,16,9,9,11,5,16,5,14,8,11,12,15,15,15,9,6,14,16,14,13,132,137
Inj,Kazuya Konno,Winger,25,8,13,15,12,13,11,10,8,7,8,14,16,12,14,12,13,8,8,6,13,11,13,13,10,8,9,13,13,14,15,9,3,9,15,15,12,132,135
,Jakub Jankto,Winger,27,12,13,12,12,12,10,10,14,12,10,12,10,12,13,13,12,13,14,12,12,13,14,13,14,13,14,13,12,12,13,13,10,12,13,13,10,124,145
,Federico Gatti,Powerful centre-back,25,4,8,8,12,12,7,16,9,9,15,13,7,16,11,16,15,17,14,14,11,15,7,14,11,13,16,11,16,12,12,14,15,15,13,15,18,145,148
,Ben Brereton Díaz,Attacking midfielder,24,5,9,14,14,12,11,12,12,3,5,11,13,4,13,10,12,12,13,11,11,11,10,7,12,5,15,10,15,15,12,12,13,15,15,14,15,134,145
nEU,Luka Jović,Striker,25,7,11,13,15,14,8,14,11,4,5,13,12,5,14,7,14,13,12,10,12,11,13,7,15,5,11,13,8,13,13,15,11,11,13,13,15,139,152
Inj,Bertrand Traoré,Winger,27,13,12,14,14,15,12,12,13,4,6,12,10,5,14,8,12,9,11,10,11,11,16,7,13,10,9,11,11,14,16,10,10,12,15,13,12,128,145
,Samu Sáiz,Experienced attacking midfielder,32,13,12,16,12,14,13,6,13,3,4,13,10,5,16,14,14,15,15,11,14,12,16,8,14,5,8,14,10,13,16,13,4,11,12,11,7,130,138
,Luis Suárez,Striker,25,7,10,13,13,12,8,13,10,5,4,11,14,6,13,14,13,16,10,11,11,14,15,12,16,6,10,11,18,15,13,12,12,16,16,13,13,134,155
Wnt,Tyrick Mitchell,Full-back,23,7,10,12,8,11,7,11,8,11,12,13,7,17,12,15,13,13,13,13,12,11,10,8,13,14,15,13,15,15,15,14,9,16,16,14,13,138,151
Lst,Ander Herrera,Experienced midfielder,33,7,14,9,10,15,7,5,9,3,15,15,14,14,15,17,16,12,13,13,13,15,8,15,12,14,16,14,17,12,12,12,8,11,12,12,11,134,156
,Edin Višća,Experienced winger,33,12,17,13,14,13,11,5,14,7,7,12,12,7,13,11,13,7,13,13,12,12,16,12,16,7,12,13,14,13,14,11,7,14,12,12,7,130,140
,Mamadou Fall,Winger,31,4,11,12,11,11,3,9,8,4,5,11,7,5,12,8,11,10,11,12,11,12,12,7,11,7,11,9,12,17,15,12,12,14,16,13,13,125,130
,Vitaly Janelt,Midfielder,25,11,13,13,12,14,10,13,13,13,12,14,9,14,13,16,14,16,14,14,12,13,8,12,12,13,15,13,15,12,12,14,12,16,12,15,14,138,148
,Odsonne Edouard,Striker,25,6,10,14,15,13,10,11,11,4,8,11,15,8,14,9,12,12,12,11,12,11,12,6,13,8,11,12,11,14,13,14,14,14,14,13,12,135,145
,Nam Taehee,Experienced attacking midfielder,32,13,13,15,12,16,14,7,12,6,5,14,13,6,17,5,13,9,13,11,12,13,16,8,12,6,12,15,12,14,16,13,8,12,13,13,9,132,140
,Alexandru Cicâldău,Midfielder,25,14,12,12,12,14,13,7,12,6,8,15,13,10,14,10,14,8,15,10,14,10,12,8,13,9,14,14,14,11,13,12,8,14,10,13,11,125,140
,Jesper Lindstrøm,Attacking midfielder,23,13,11,14,12,12,13,7,11,6,8,13,12,10,14,11,13,12,12,11,12,11,15,6,15,9,12,13,15,16,15,10,9,14,15,13,8,136,148
,Fernando,Veteran midfielder,35,7,9,11,8,12,8,13,10,10,13,13,12,14,12,14,17,15,16,17,16,13,6,14,13,16,18,13,15,10,10,14,13,13,12,13,14,139,150
,Jun Amano,Attacking midfielder,31,11,13,15,11,15,16,8,8,7,8,15,13,11,16,14,11,14,11,12,14,10,13,5,12,13,14,15,15,13,13,7,8,12,15,13,10,132,135
,Matty Cash,Full-back,25,10,11,13,12,14,10,12,12,17,9,13,8,12,12,15,15,13,10,11,12,13,11,9,14,11,16,11,16,14,14,13,10,15,14,15,12,139,148
,Iván Balliu,Full-back,31,8,14,12,7,13,8,9,12,14,11,13,7,14,13,12,13,14,13,13,12,10,6,7,13,13,15,12,15,14,14,10,6,14,14,15,10,133,136
,Mario Pašalić,Attacking midfielder,28,8,10,13,14,14,7,12,14,4,8,14,9,12,14,13,16,12,12,10,12,11,11,11,16,9,14,13,13,13,13,14,14,13,13,12,12,139,152
Wnt,Lucas Martínez Quarta,Centre-back,27,5,8,12,10,11,6,15,8,12,15,12,7,16,12,15,14,15,14,13,12,13,8,12,11,15,15,11,14,14,13,15,13,16,13,15,13,142,149
,Daiki Miya,Centre-back,27,4,7,12,10,14,9,14,9,6,13,14,9,14,15,7,14,13,10,12,11,11,9,12,8,14,14,11,14,13,13,15,16,14,10,10,15,131,135
Trn,Carlos Augusto,Attacking full back,24,10,14,13,12,13,10,12,13,18,12,14,9,14,14,14,14,16,14,13,13,10,13,9,15,12,14,12,15,15,14,12,11,8,15,14,12,146,155
,Hwang Hee-Chan,Winger,27,8,10,14,15,10,8,11,10,4,6,11,12,8,12,16,12,14,13,12,11,13,13,8,14,9,15,12,16,15,14,13,11,13,14,14,12,136,140
,Carl Starfelt,Centre-back,28,7,10,12,5,10,7,15,6,8,14,14,6,12,12,12,16,17,11,11,13,10,6,16,8,13,15,12,14,12,12,12,13,13,14,14,13,133,135
,Darko Brašanac,Midfielder,31,10,11,9,12,13,10,13,11,7,11,13,11,13,13,14,15,16,11,15,12,10,11,10,13,14,16,13,16,12,12,12,12,12,11,14,11,128,139
,Oihan Sancet,Midfielder,23,7,8,13,12,16,8,11,9,7,10,16,12,7,16,17,14,10,13,14,15,15,16,12,14,15,15,15,15,14,14,8,14,15,14,14,14,148,155
,Mathías Olivera,Full-back,25,11,14,12,9,13,9,15,10,13,13,13,8,15,12,11,14,14,13,13,12,12,12,11,13,14,15,11,16,14,13,15,13,14,14,14,14,139,150
Wnt,Ben Davies,Centre-back,30,11,12,12,8,13,13,15,7,11,13,14,10,15,13,13,15,18,13,11,14,13,9,12,13,13,15,12,16,12,13,13,12,14,13,16,14,140,145
,Hany Mukhtar,Attacking midfielder,28,13,13,15,15,16,16,5,13,4,5,14,13,6,16,10,13,9,14,12,12,10,15,8,11,9,13,16,13,13,14,8,7,10,12,13,6,139,150
,Castello Lukeba,Wonderkid,20,6,7,12,6,12,6,14,7,12,14,14,7,13,13,14,16,14,16,14,13,13,11,12,9,15,14,13,14,13,12,14,13,13,15,13,14,139,170
Inj,Rasmus Højlund,Wonderkid,20,6,11,13,14,14,7,13,10,5,4,13,9,7,14,14,14,15,12,10,11,14,13,8,14,5,14,11,17,14,12,16,15,13,17,14,15,145,170
,Josip Šutalo,Centre-back,23,2,8,11,5,13,3,14,5,7,15,13,6,16,14,11,17,13,15,14,13,13,11,11,8,15,13,11,12,14,10,11,16,13,13,14,14,139,148
,Jesús Vallejo,Centre-back,26,5,8,9,7,12,6,12,8,9,15,12,9,16,13,14,17,13,15,12,14,12,7,14,8,14,16,12,10,11,12,11,13,15,13,12,12,132,149
,Jesús Corona,Confident winger,30,13,13,17,10,16,10,5,8,9,6,15,10,11,17,13,12,11,11,10,12,12,18,10,12,8,8,16,13,13,14,10,4,13,14,12,6,137,160
,Léo Dubois,Full-back,28,12,13,10,8,13,13,11,10,12,11,14,11,11,14,10,15,12,14,15,13,12,8,16,10,14,15,13,13,8,11,12,11,10,12,14,9,120,141
,Aleksandar Dragović,Experienced centre-back,32,5,7,8,7,10,5,12,7,8,14,12,10,15,11,11,15,15,15,12,13,13,7,12,8,14,14,12,11,12,11,13,13,15,13,12,13,131,146
,Diego Pituca,Defensive midfielder,30,6,10,12,10,13,11,8,8,9,12,14,10,12,14,11,13,13,13,15,14,12,12,8,11,12,14,14,10,12,12,15,7,14,13,14,12,127,135
,Carlos Bacca,Veteran striker,36,6,12,13,13,14,6,13,12,8,5,16,17,6,14,9,14,12,15,14,14,13,15,16,15,9,15,14,10,10,12,12,9,12,11,11,12,118,160
,Cristhian Stuani,Veteran striker,36,7,11,12,16,11,8,15,12,6,6,12,16,7,12,11,14,15,15,14,15,12,10,16,15,8,13,11,13,11,10,14,13,14,12,12,14,134,150
,Badou Ndiaye,Experienced midfielder,32,7,10,14,11,13,8,10,13,8,11,13,12,12,13,14,13,17,13,13,13,12,13,12,14,10,15,12,16,14,13,15,10,14,12,15,14,130,140
Inj,Hans Hateboer,Attacking full back,29,8,12,9,10,10,7,13,7,12,13,10,8,14,11,16,12,15,13,14,11,14,8,11,13,13,16,8,15,15,12,12,14,16,15,15,16,134,149
,Álvaro Djaló,Winger,23,12,12,16,12,13,13,10,11,4,7,10,12,8,13,11,10,9,10,12,11,11,18,7,14,7,10,12,13,18,15,8,7,16,16,12,8,135,139
,Billy Gilmour,Midfielder,22,13,9,12,9,15,13,6,11,9,8,16,15,12,16,11,15,13,16,14,13,13,8,12,14,15,15,16,14,14,13,13,6,14,13,14,7,143,145
,Toby Alderweireld,Veteran centre-back,34,7,10,10,10,14,10,15,9,12,13,15,8,15,13,13,15,14,15,13,15,12,10,14,10,15,14,13,13,9,10,12,14,15,9,12,17,142,170
,Philip Billing,Midfielder,27,6,10,12,13,13,11,8,13,17,10,14,12,11,15,13,12,13,12,11,14,11,10,8,14,11,12,12,16,12,14,13,15,16,13,15,14,136,137
Inj,Joaquín,Centre-back,27,6,6,5,6,13,6,14,11,12,14,12,7,14,11,10,13,13,13,12,13,8,5,12,11,12,12,13,11,12,11,8,15,14,13,14,12,120,138
,Andrea Petagna,Nomadic striker,28,4,8,12,11,13,6,15,12,5,5,14,14,9,14,13,13,16,13,13,12,11,12,10,13,7,16,13,16,11,11,16,14,14,13,12,17,127,145
